"SER
NO","DIST
CODE",DISTRICT_NAME,"EA
CODE",EA_NAME,"SCTY
CODE",SCOUNTY_NAME,"PAR
CODE",PARISH NAME,"PS
CODE",PS NAME,"NO OF
FEMALES",NO OF MALES,,"EC VOTER
COUNTS",ANALYZED VOTER COUNT
11570,27,MBARARA,259,"KASHARI SOUTH
COUNTY",01,BUBAARE,01,KAMUSHOKO,03,KATOOMA C O U,452,378,,832,830
11571,27,MBARARA,259,"KASHARI SOUTH
COUNTY",01,BUBAARE,01,KAMUSHOKO,04,"KOMUYAGA PRI SCH (M‐
Z)",196,281,,479,477
11572,27,MBARARA,259,"KASHARI SOUTH
COUNTY",01,BUBAARE,02,KASHAKA,01,KASHAKA PRI SCH,403,394,,801,797
11573,27,MBARARA,259,"KASHARI SOUTH
COUNTY",01,BUBAARE,02,KASHAKA,02,NSHOZI PRI SCH,275,204,,482,479
11574,27,MBARARA,259,"KASHARI SOUTH
COUNTY",01,BUBAARE,02,KASHAKA,03,NTUURA PRI SCH,181,138,,321,319
11575,27,MBARARA,259,"KASHARI SOUTH
COUNTY",01,BUBAARE,03,KATOJO,01,KATOJO PARISH HQTRS,413,406,,820,819
11576,27,MBARARA,259,"KASHARI SOUTH
COUNTY",01,BUBAARE,04,RUGARAMA,01,"RUGARAMA PRI SCH (A‐
L)",372,202,,576,574
11577,27,MBARARA,259,"KASHARI SOUTH
COUNTY",01,BUBAARE,04,RUGARAMA,02,"EKIKESA TRADING
CENTRE",301,276,,581,577
11578,27,MBARARA,259,"KASHARI SOUTH
COUNTY",01,BUBAARE,04,RUGARAMA,03,AKABUGA ‐ NKAAKA,214,188,,406,402
11579,27,MBARARA,259,"KASHARI SOUTH
COUNTY",01,BUBAARE,04,RUGARAMA,04,"RUGARAMA PRI SCH (M‐
Z)",206,300,,506,506
11580,27,MBARARA,259,"KASHARI SOUTH
COUNTY",01,BUBAARE,05,RWENSHANKU,01,MUKORA PRI SCH,270,249,,523,519
"SER
NO","DIST
CODE",DISTRICT_NAME,"EA
CODE",EA_NAME,"SCTY
CODE",SCOUNTY_NAME,"PAR
CODE",PARISH NAME,"PS
CODE",PS NAME,"NO OF
FEMALES",NO OF MALES,,"VOTER
COUNTS", 
11581,27,MBARARA,259,"KASHARI SOUTH
COUNTY",01,BUBAARE,05,RWENSHANKU,02,"RUBAARE SUB COUNTY
HQTRS",477,420,,906,897
11582,27,MBARARA,259,"KASHARI SOUTH
COUNTY",01,BUBAARE,05,RWENSHANKU,03,RWENSHANKU C.O.U,264,241,,508,505
11583,27,MBARARA,259,"KASHARI SOUTH
COUNTY",01,BUBAARE,42,MUGARUTSYA,01,"MUGARUTSYA PARISH
HQTRS",463,404,,869,867
11584,27,MBARARA,259,"KASHARI SOUTH
COUNTY",01,BUBAARE,42,MUGARUTSYA,02,"MUGARUTSYA I
TRADING CENTRE",244,185,,432,429
11585,27,MBARARA,259,"KASHARI SOUTH
COUNTY",01,BUBAARE,42,MUGARUTSYA,03,"KANYARA TRADING
CENTRE",301,263,,567,564
11586,27,MBARARA,259,"KASHARI SOUTH
COUNTY",01,BUBAARE,42,MUGARUTSYA,04,MUGARUTSYA PRI SCH,295,247,,543,542
11587,27,MBARARA,259,"KASHARI SOUTH
COUNTY",02,BUKIIRO,26,NYARUBUNGO,01,"NYAMUNYWANISA
C.O.U",298,257,,557,555
11588,27,MBARARA,259,"KASHARI SOUTH
COUNTY",02,BUKIIRO,26,NYARUBUNGO,02,NYARUBUNGO PRI SCH,373,322,,698,695
11589,27,MBARARA,259,"KASHARI SOUTH
COUNTY",02,BUKIIRO,26,NYARUBUNGO,03,KIBAARE PRI SCH,314,259,,575,573
11590,27,MBARARA,259,"KASHARI SOUTH
COUNTY",02,BUKIIRO,26,NYARUBUNGO,04,AKASHANDA PRI SCH,329,297,,630,626
11591,27,MBARARA,259,"KASHARI SOUTH
COUNTY",02,BUKIIRO,26,NYARUBUNGO,05,"KANYAMATONO
CATHOLIC CHURCH",131,138,,270,269
11592,27,MBARARA,259,"KASHARI SOUTH
COUNTY",02,BUKIIRO,27,BUKIRO,01,KITENGURE PRI SCH,392,344,,739,736
11593,27,MBARARA,259,"KASHARI SOUTH
COUNTY",02,BUKIIRO,27,BUKIRO,02,"BUKIRO PARISH HQTRS
(A‐L)",398,248,,649,646
11594,27,MBARARA,259,"KASHARI SOUTH
COUNTY",02,BUKIIRO,27,BUKIRO,03,"BUKIRO PARISH HQTRS
(M‐Z)",227,338,,569,565
11595,27,MBARARA,259,"KASHARI SOUTH
COUNTY",02,BUKIIRO,28,RUBINGO,01,RUBINGO I PRI SCH,470,422,,898,892
11596,27,MBARARA,259,"KASHARI SOUTH
COUNTY",02,BUKIIRO,28,RUBINGO,02,NYANTUNGU  PRI SCH,359,317,,677,676
11597,27,MBARARA,259,"KASHARI SOUTH
COUNTY",02,BUKIIRO,43,NYANJA,01,NYANJA PRI SCH,437,414,,851,851
11598,27,MBARARA,259,"KASHARI SOUTH
COUNTY",02,BUKIIRO,43,NYANJA,02,"BUKIIRO SUB COUNTY
HQTRS (A‐L)",332,188,,521,520
11599,27,MBARARA,259,"KASHARI SOUTH
COUNTY",02,BUKIIRO,43,NYANJA,03,"BUKIIRO SUB COUNTY
HQTRS (M‐Z)",180,242,,423,422
11600,27,MBARARA,259,"KASHARI SOUTH
COUNTY",06,RUBAYA,13,BUNENERO,01,"BUNENERO PARISH
HQTRS",270,244,,514,514
"SER
NO","DIST
CODE",DISTRICT_NAME,"EA
CODE",EA_NAME,"SCTY
CODE",SCOUNTY_NAME,"PAR
CODE",PARISH NAME,"PS
CODE",PS NAME,"NO OF
FEMALES",NO OF MALES,,"VOTER
COUNTS", 
11601,27,MBARARA,259,"KASHARI SOUTH
COUNTY",06,RUBAYA,13,BUNENERO,02,"RUBAYA SUB COUNTY
HQTRS",508,426,,934,934
11602,27,MBARARA,259,"KASHARI SOUTH
COUNTY",06,RUBAYA,13,BUNENERO,03,"RUGARAMA
PLAYGROUND",287,232,,522,519
11603,27,MBARARA,259,"KASHARI SOUTH
COUNTY",06,RUBAYA,16,RUHUNGA,01,KEIGOSHORA C.O.U,186,175,,363,361
11604,27,MBARARA,259,"KASHARI SOUTH
COUNTY",06,RUBAYA,16,RUHUNGA,02,"KYENKOBE CHURCH OF
NATHEREEN",285,259,,545,544
11605,27,MBARARA,259,"KASHARI SOUTH
COUNTY",06,RUBAYA,16,RUHUNGA,03,"KAGUHANZYA PARISH
HQTRS",457,422,,878,879
11606,27,MBARARA,259,"KASHARI SOUTH
COUNTY",06,RUBAYA,16,RUHUNGA,04,"KATEETE TRADING
CENTRE",110,99,,211,209
11607,27,MBARARA,259,"KASHARI SOUTH
COUNTY",06,RUBAYA,16,RUHUNGA,05,RUGYERERA PRI SCH,155,118,,273,273
11608,27,MBARARA,259,"KASHARI SOUTH
COUNTY",06,RUBAYA,16,RUHUNGA,06,RUHUNGA C.O.U,128,103,,232,231
11609,27,MBARARA,259,"KASHARI SOUTH
COUNTY",06,RUBAYA,17,RUSHOZI,01,"KYAMATAMBARIRE PRI
SCH",190,178,,370,368
11610,27,MBARARA,259,"KASHARI SOUTH
COUNTY",06,RUBAYA,17,RUSHOZI,02,RUSHOZI PARISH HQTRS,295,321,,622,616
11611,27,MBARARA,259,"KASHARI SOUTH
COUNTY",06,RUBAYA,17,RUSHOZI,03,KOKUNDEKA PRI SCH,356,306,,666,662
11612,27,MBARARA,259,"KASHARI SOUTH
COUNTY",06,RUBAYA,33,ITARA,01,ITARA PARISH HQTRS,292,229,,524,521
11613,27,MBARARA,259,"KASHARI SOUTH
COUNTY",06,RUBAYA,33,ITARA,02,"ITARA CATHOLIC
CHURCH",310,237,,549,547
11614,27,MBARARA,259,"KASHARI SOUTH
COUNTY",06,RUBAYA,33,ITARA,03,ITARA PRI SCH,319,299,,620,618
11615,27,MBARARA,259,"KASHARI SOUTH
COUNTY",06,RUBAYA,47,RUBURARA,01,RUBURARA PRI SCH,179,196,,375,375
11616,27,MBARARA,259,"KASHARI SOUTH
COUNTY",06,RUBAYA,47,RUBURARA,02,"RUBURARA I VILLAGE
CENTRE",407,397,,807,804
11617,27,MBARARA,259,"KASHARI SOUTH
COUNTY",06,RUBAYA,47,RUBURARA,03,"RUBURARA PARISH
HQTRS",206,183,,389,389
11618,27,MBARARA,259,"KASHARI SOUTH
COUNTY",08,RWANYAMAHEMBE,25,KATYAZO,01,RUNENGO PRI SCH,447,423,,875,870
11619,27,MBARARA,259,"KASHARI SOUTH
COUNTY",08,RWANYAMAHEMBE,25,KATYAZO,02,RWISHAMIRO PRI SCH,393,382,,775,775
11620,27,MBARARA,259,"KASHARI SOUTH
COUNTY",08,RWANYAMAHEMBE,25,KATYAZO,03,RWENTOJO PRI SCH,493,384,,882,877
"SER
NO","DIST
CODE",DISTRICT_NAME,"EA
CODE",EA_NAME,"SCTY
CODE",SCOUNTY_NAME,"PAR
CODE",PARISH NAME,"PS
CODE",PS NAME,"NO OF
FEMALES",NO OF MALES,,"VOTER
COUNTS", 
11621,27,MBARARA,259,"KASHARI SOUTH
COUNTY",08,RWANYAMAHEMBE,29,KAKYERERE,01,BWIZIBWERA MARKET,278,196,,474,474
11622,27,MBARARA,259,"KASHARI SOUTH
COUNTY",08,RWANYAMAHEMBE,29,KAKYERERE,02,"RWANYAMAHEMBE
SUB COUNTY HQTRS",455,429,,889,884
11623,27,MBARARA,259,"KASHARI SOUTH
COUNTY",08,RWANYAMAHEMBE,29,KAKYERERE,03,"KAKYERERE PARISH
HQTRS (KAKYERERE)",265,271,,538,536
11624,27,MBARARA,259,"KASHARI SOUTH
COUNTY",08,RWANYAMAHEMBE,29,KAKYERERE,04,KARUYENJE PRI SCH,361,288,,655,649
11625,27,MBARARA,259,"KASHARI SOUTH
COUNTY",08,RWANYAMAHEMBE,29,KAKYERERE,05,NYAKAYOJO PRI SCH,266,231,,501,497
11626,27,MBARARA,259,"KASHARI SOUTH
COUNTY",08,RWANYAMAHEMBE,29,KAKYERERE,06,"KAKYERERE PARISH
HQTRS (KARUYENJE A)",250,214,,467,464
11627,27,MBARARA,259,"KASHARI SOUTH
COUNTY",08,RWANYAMAHEMBE,30,RWEBISHEKYE,01,"RWEBISHEKYE PARISH
HQTRS",491,404,,898,895
11628,27,MBARARA,259,"KASHARI SOUTH
COUNTY",08,RWANYAMAHEMBE,30,RWEBISHEKYE,02,"MISHENYI TRADING
CENTRE",306,294,,600,600
11629,27,MBARARA,259,"KASHARI SOUTH
COUNTY",08,RWANYAMAHEMBE,30,RWEBISHEKYE,03,"BWIZIBWERA MOSLEM
PRI SCH",347,280,,628,627
11630,27,MBARARA,259,"KASHARI SOUTH
COUNTY",08,RWANYAMAHEMBE,30,RWEBISHEKYE,04,"RWEMITI CATHOLIC
CHURCH",194,189,,384,383
11631,27,MBARARA,259,"KASHARI SOUTH
COUNTY",08,RWANYAMAHEMBE,30,RWEBISHEKYE,05,"BWIZIBWERA
AHAKATOOMA",297,226,,523,523
11632,27,MBARARA,259,"KASHARI SOUTH
COUNTY",08,RWANYAMAHEMBE,31,RUTOMA,01,"RUTOOMA PARISH
HQTRS",426,452,,879,878
11633,27,MBARARA,259,"KASHARI SOUTH
COUNTY",08,RWANYAMAHEMBE,31,RUTOMA,02,"BUNINGWIRE'S
COMPOUND",354,263,,620,617
11634,27,MBARARA,259,"KASHARI SOUTH
COUNTY",08,RWANYAMAHEMBE,31,RUTOMA,03,"RUTOOMA
INTEGRATED PRI SCH",355,289,,646,644
11635,27,MBARARA,259,"KASHARI SOUTH
COUNTY",08,RWANYAMAHEMBE,31,RUTOMA,04,BUTAGATSI C.O.U,151,127,,282,278
11636,27,MBARARA,259,"KASHARI SOUTH
COUNTY",08,RWANYAMAHEMBE,31,RUTOMA,05,"BUGARAMA
PENTECOSTAL CHURCH",220,181,,403,401
11637,27,MBARARA,259,"KASHARI SOUTH
COUNTY",08,RWANYAMAHEMBE,41,MABIRA,01,KACWAMBA PRI SCH,424,337,,766,761
11638,27,MBARARA,259,"KASHARI SOUTH
COUNTY",08,RWANYAMAHEMBE,41,MABIRA,02,"AHA‐RIBIIRI TRADING
CENTRE",329,320,,651,649
11639,27,MBARARA,259,"KASHARI SOUTH
COUNTY",08,RWANYAMAHEMBE,41,MABIRA,03,KITOOKYE PRI SCH,414,361,,777,775
11640,28,MOROTO,147,MATHENIKO COUNTY,02,NADUNGET,06,ACHERER,01,SIMON,244,155,,400,399
"SER
NO","DIST
CODE",DISTRICT_NAME,"EA
CODE",EA_NAME,"SCTY
CODE",SCOUNTY_NAME,"PAR
CODE",PARISH NAME,"PS
CODE",PS NAME,"NO OF
FEMALES",NO OF MALES,,"VOTER
COUNTS", 
11641,28,MOROTO,147,MATHENIKO COUNTY,02,NADUNGET,06,ACHERER,02,ACHEBER PARISH HQRS,338,215,,561,553
11642,28,MOROTO,147,MATHENIKO COUNTY,02,NADUNGET,07,KOMARET,01,ARECHEK,284,173,,460,457
11643,28,MOROTO,147,MATHENIKO COUNTY,02,NADUNGET,07,KOMARET,02,LODOOI,255,164,,423,419
11644,28,MOROTO,147,MATHENIKO COUNTY,02,NADUNGET,07,KOMARET,03,LORIKOKWA,219,143,,364,362
11645,28,MOROTO,147,MATHENIKO COUNTY,02,NADUNGET,07,KOMARET,04,LONGOLEKI,104,62,,168,166
11646,28,MOROTO,147,MATHENIKO COUNTY,02,NADUNGET,08,LOPUTUK,02,LOKITHILET,283,195,,488,478
11647,28,MOROTO,147,MATHENIKO COUNTY,02,NADUNGET,08,LOPUTUK,03,APETAOI,277,210,,497,487
11648,28,MOROTO,147,MATHENIKO COUNTY,02,NADUNGET,08,LOPUTUK,04,NADIKET SEMINARY,34,39,,73,73
11649,28,MOROTO,147,MATHENIKO COUNTY,02,NADUNGET,08,LOPUTUK,05,KERAMIRIMAN,353,200,,556,553
11650,28,MOROTO,147,MATHENIKO COUNTY,02,NADUNGET,08,LOPUTUK,06,NASUYONOIT,252,134,,389,386
11651,28,MOROTO,147,MATHENIKO COUNTY,02,NADUNGET,08,LOPUTUK,40,AWOROBU,177,105,,284,282
11652,28,MOROTO,147,MATHENIKO COUNTY,02,NADUNGET,09,LOTIRIR,01,NAMATWAE,215,141,,361,356
11653,28,MOROTO,147,MATHENIKO COUNTY,02,NADUNGET,09,LOTIRIR,02,"NAWONATAU PRIMARY
SCHOOL",477,266,,747,743
11654,28,MOROTO,147,MATHENIKO COUNTY,02,NADUNGET,09,LOTIRIR,04,LOPUR,376,236,,618,612
11655,28,MOROTO,147,MATHENIKO COUNTY,02,NADUNGET,10,NADUNGET,01,"NANDUNGET CTY
HQTRS",541,347,,898,888
11656,28,MOROTO,147,MATHENIKO COUNTY,02,NADUNGET,10,NADUNGET,02,LOKERIAUT,263,143,,409,406
11657,28,MOROTO,147,MATHENIKO COUNTY,02,NADUNGET,10,NADUNGET,03,NAKAMISTAE,371,219,,594,590
11658,28,MOROTO,147,MATHENIKO COUNTY,02,NADUNGET,10,NADUNGET,04,KOTARUK,212,141,,354,353
11659,28,MOROTO,147,MATHENIKO COUNTY,02,NADUNGET,10,NADUNGET,05,LOKORIROT EKORETE,45,33,,78,78
11660,28,MOROTO,147,MATHENIKO COUNTY,02,NADUNGET,11,NAITAKWAE,01,KATANGA,378,335,,728,713
"SER
NO","DIST
CODE",DISTRICT_NAME,"EA
CODE",EA_NAME,"SCTY
CODE",SCOUNTY_NAME,"PAR
CODE",PARISH NAME,"PS
CODE",PS NAME,"NO OF
FEMALES",NO OF MALES,,"VOTER
COUNTS", 
11661,28,MOROTO,147,MATHENIKO COUNTY,02,NADUNGET,11,NAITAKWAE,02,NABOKAT,265,162,,436,427
11662,28,MOROTO,147,MATHENIKO COUNTY,02,NADUNGET,11,NAITAKWAE,03,NANGORIT,540,321,,865,861
11663,28,MOROTO,147,MATHENIKO COUNTY,02,NADUNGET,11,NAITAKWAE,04,KANAKOMOL,199,109,,310,308
11664,28,MOROTO,147,MATHENIKO COUNTY,02,NADUNGET,11,NAITAKWAE,05,NACELE,180,91,,275,271
11665,28,MOROTO,147,MATHENIKO COUNTY,03,RUPA,12,LOBUNEIT,01,RUPA PRIMARY SCHOOL,465,277,,747,742
11666,28,MOROTO,147,MATHENIKO COUNTY,03,RUPA,12,LOBUNEIT,02,KIDEPO,189,107,,300,296
11667,28,MOROTO,147,MATHENIKO COUNTY,03,RUPA,13,MOGOTH,01,ATEDEOI BOREHOLE,481,286,,772,767
11668,28,MOROTO,147,MATHENIKO COUNTY,03,RUPA,13,MOGOTH,02,LOKITUMO,571,339,,912,910
11669,28,MOROTO,147,MATHENIKO COUNTY,03,RUPA,15,NAKADELI,01,KALOI,390,257,,655,647
11670,28,MOROTO,147,MATHENIKO COUNTY,03,RUPA,15,NAKADELI,02,NATUMKASIKOU,199,184,,387,383
11671,28,MOROTO,147,MATHENIKO COUNTY,03,RUPA,15,NAKADELI,03,NATOPOJO LOMALERA,147,78,,228,225
11672,28,MOROTO,147,MATHENIKO COUNTY,03,RUPA,16,PUPU,01,NAOI,330,188,,520,518
11673,28,MOROTO,147,MATHENIKO COUNTY,03,RUPA,16,PUPU,02,PUPU,321,213,,536,534
11674,28,MOROTO,147,MATHENIKO COUNTY,03,RUPA,17,RUPA,01,ACHOLI INN,283,274,,558,557
11675,28,MOROTO,147,MATHENIKO COUNTY,03,RUPA,17,RUPA,02,LORUKUMO,511,330,,845,841
11676,28,MOROTO,147,MATHENIKO COUNTY,03,RUPA,17,RUPA,03,MUSUPO,43,51,,95,94
11677,28,MOROTO,147,MATHENIKO COUNTY,03,RUPA,17,RUPA,04,"NAKILORO HEALTH
CENTRE",50,72,,122,122
11678,28,MOROTO,147,MATHENIKO COUNTY,03,RUPA,17,RUPA,40,LOKORETE,48,252,,301,300
11679,28,MOROTO,147,MATHENIKO COUNTY,03,RUPA,18,LOO‐ARENGAK,01,LOKAAL,252,169,,427,421
11680,28,MOROTO,147,MATHENIKO COUNTY,03,RUPA,19,LOKISILEI,01,NAMINAM,127,110,,241,237
"SER
NO","DIST
CODE",DISTRICT_NAME,"EA
CODE",EA_NAME,"SCTY
CODE",SCOUNTY_NAME,"PAR
CODE",PARISH NAME,"PS
CODE",PS NAME,"NO OF
FEMALES",NO OF MALES,,"VOTER
COUNTS", 
11681,28,MOROTO,150,"MOROTO
MUNICIPALITY",01,NORTH DIVISION,01,BOMA NORTH,01,R.T.C,150,185,,335,335
11682,28,MOROTO,150,"MOROTO
MUNICIPALITY",01,NORTH DIVISION,01,BOMA NORTH,02,BAZAAR,218,272,,494,490
11683,28,MOROTO,150,"MOROTO
MUNICIPALITY",01,NORTH DIVISION,01,BOMA NORTH,03,BOMA GROUND,63,61,,124,124
11684,28,MOROTO,150,"MOROTO
MUNICIPALITY",01,NORTH DIVISION,01,BOMA NORTH,04,MOROTO HIGH SCHOOL,44,69,,115,113
11685,28,MOROTO,150,"MOROTO
MUNICIPALITY",01,NORTH DIVISION,02,BOMA SOUTH,01,SENIOR QUARTERS,160,141,,307,301
11686,28,MOROTO,150,"MOROTO
MUNICIPALITY",01,NORTH DIVISION,02,BOMA SOUTH,02,"MOROTO FOREST
HQTRS",146,98,,244,244
11687,28,MOROTO,150,"MOROTO
MUNICIPALITY",01,NORTH DIVISION,02,BOMA SOUTH,03,POLICE BARRACKS,79,100,,180,179
11688,28,MOROTO,150,"MOROTO
MUNICIPALITY",02,SOUTH DIVISION,03,CAMPSWAHILI CHIN,01,LABOUR LINE,397,438,,840,835
11689,28,MOROTO,150,"MOROTO
MUNICIPALITY",02,SOUTH DIVISION,03,CAMPSWAHILI CHIN,02,OLD CAMP,328,309,,641,637
11690,28,MOROTO,150,"MOROTO
MUNICIPALITY",02,SOUTH DIVISION,03,CAMPSWAHILI CHIN,03,KAKOLIYE,456,384,,848,840
11691,28,MOROTO,150,"MOROTO
MUNICIPALITY",02,SOUTH DIVISION,04,CAMPSWAHILI JUU,01,"CAMPSWAHILLI JUU (A‐
K)",139,148,,292,287
11692,28,MOROTO,150,"MOROTO
MUNICIPALITY",02,SOUTH DIVISION,04,CAMPSWAHILI JUU,02,NAKAPELIMEN PRI. SCH.,477,395,,880,872
11693,28,MOROTO,150,"MOROTO
MUNICIPALITY",02,SOUTH DIVISION,04,CAMPSWAHILI JUU,03,"CAMPSWAHILLI JUU (L‐
Z)",258,297,,557,555
11694,28,MOROTO,278,TEPETH COUNTY,01,KATIKEKILE,01,KAKINGOL,01,NAKODET LOBUL,342,258,,605,600
11695,28,MOROTO,278,TEPETH COUNTY,01,KATIKEKILE,01,KAKINGOL,02,NAROO,312,207,,524,519
11696,28,MOROTO,278,TEPETH COUNTY,01,KATIKEKILE,02,LIA,02,NABUIN,444,421,,874,865
11697,28,MOROTO,278,TEPETH COUNTY,01,KATIKEKILE,22,MUSAS,01,MUSAS PRI. SCH.,278,200,,487,478
11698,28,MOROTO,278,TEPETH COUNTY,01,KATIKEKILE,23,MUSUPO,01,LOPEDURU,251,197,,453,448
11699,28,MOROTO,278,TEPETH COUNTY,01,KATIKEKILE,25,NARENGENYA,01,NAPAK CHOPIN,210,149,,365,359
11700,28,MOROTO,278,TEPETH COUNTY,04,TAPAC,03,LOYARABOTH,01,LOKILES,281,221,,511,502
"SER
NO","DIST
CODE",DISTRICT_NAME,"EA
CODE",EA_NAME,"SCTY
CODE",SCOUNTY_NAME,"PAR
CODE",PARISH NAME,"PS
CODE",PS NAME,"NO OF
FEMALES",NO OF MALES,,"VOTER
COUNTS", 
11701,28,MOROTO,278,TEPETH COUNTY,04,TAPAC,04,NATUMUKALE,01,LOMELAN,264,183,,451,447
11702,28,MOROTO,278,TEPETH COUNTY,04,TAPAC,05,TAPACH,01,APATAI BOREHOLE,270,190,,464,460
11703,28,MOROTO,278,TEPETH COUNTY,04,TAPAC,05,TAPACH,02,LOKALALE BOREHOLE,268,201,,469,469
11704,28,MOROTO,278,TEPETH COUNTY,04,TAPAC,05,TAPACH,03,LOPETET,212,141,,354,353
11705,28,MOROTO,278,TEPETH COUNTY,04,TAPAC,20,KATIKEKILE,01,KOSIROI,429,364,,798,793
11706,28,MOROTO,278,TEPETH COUNTY,04,TAPAC,20,KATIKEKILE,02,NAKONYEN,219,174,,395,393
11707,28,MOROTO,278,TEPETH COUNTY,04,TAPAC,20,KATIKEKILE,40,KATIKEKELE,52,58,,111,110
11708,28,MOROTO,278,TEPETH COUNTY,04,TAPAC,21,KODONYO,01,KODONYO PRI. SCH.,200,165,,368,365
11709,28,MOROTO,278,TEPETH COUNTY,04,TAPAC,24,NAKWANGA,01,NACHOKILEIT LOBUL,139,109,,249,248
11710,28,MOROTO,278,TEPETH COUNTY,04,TAPAC,24,NAKWANGA,02,"LOPELPEL HEALTH
CENTRE II",111,82,,197,193
11711,29,MOYO,152,OBONGI COUNTY,01,ALIBA,01,EWAFA,03,ALIBA JAAGO'S HQTRS,212,160,,376,372
11712,29,MOYO,152,OBONGI COUNTY,01,ALIBA,01,EWAFA,04,EWAFA P/SCHOOL,278,258,,536,536
11713,29,MOYO,152,OBONGI COUNTY,01,ALIBA,01,EWAFA,05,KAKAYO BOREHOLE,323,239,,563,562
11714,29,MOYO,152,OBONGI COUNTY,01,ALIBA,02,INDILINGA,01,"ODONGA WEST
BOREHOLE",86,55,,141,141
11715,29,MOYO,152,OBONGI COUNTY,01,ALIBA,02,INDILINGA,02,"ALIBA PRIMARY
SCHOOL",401,300,,704,701
11716,29,MOYO,152,OBONGI COUNTY,01,ALIBA,02,INDILINGA,04,INDILINGA MARKET,155,135,,292,290
11717,29,MOYO,152,OBONGI COUNTY,01,ALIBA,11,DILOKATA,01,DILOKATA P/SCHOOL,264,219,,486,483
11718,29,MOYO,152,OBONGI COUNTY,01,ALIBA,11,DILOKATA,02,ALIBA BITO P/SCHOOL,413,431,,847,844
11719,29,MOYO,152,OBONGI COUNTY,01,ALIBA,11,DILOKATA,04,ITIPA MARKET,144,86,,231,230
11720,29,MOYO,152,OBONGI COUNTY,01,ALIBA,12,ARINGAJOBI,01,OBONGI S/SCHOOL,156,162,,321,318
"SER
NO","DIST
CODE",DISTRICT_NAME,"EA
CODE",EA_NAME,"SCTY
CODE",SCOUNTY_NAME,"PAR
CODE",PARISH NAME,"PS
CODE",PS NAME,"NO OF
FEMALES",NO OF MALES,,"VOTER
COUNTS", 
11721,29,MOYO,152,OBONGI COUNTY,01,ALIBA,12,ARINGAJOBI,02,"ARINGAJOBI PRIMARY
SCHOOL",222,161,,383,383
11722,29,MOYO,152,OBONGI COUNTY,01,ALIBA,12,ARINGAJOBI,03,RODO PRIMARYSCHOOL,204,209,,416,413
11723,29,MOYO,152,OBONGI COUNTY,01,ALIBA,12,ARINGAJOBI,04,"DRABIJO
PRIMARYSCHOOL",152,118,,272,270
11724,29,MOYO,152,OBONGI COUNTY,02,GIMARA,03,GOPELE,01,MAYOR'S GARDEN,323,279,,610,602
11725,29,MOYO,152,OBONGI COUNTY,02,GIMARA,03,GOPELE,02,OBONGI P/SCHOOL,324,300,,631,624
11726,29,MOYO,152,OBONGI COUNTY,02,GIMARA,03,GOPELE,05,"OBONGI TOWN
P/SCHOOL",264,246,,513,510
11727,29,MOYO,152,OBONGI COUNTY,02,GIMARA,03,GOPELE,07,OBONGI COUNTY HQRS,326,238,,569,564
11728,29,MOYO,152,OBONGI COUNTY,02,GIMARA,04,LIWA,01,LIWA P/SCHOOL,320,304,,628,624
11729,29,MOYO,152,OBONGI COUNTY,02,GIMARA,04,LIWA,02,DELO P/SCHOOL,176,149,,325,325
11730,29,MOYO,152,OBONGI COUNTY,02,GIMARA,08,LOMUNGA,01,"LOMUNGA HEALTH
CENTRE II",241,261,,504,502
11731,29,MOYO,152,OBONGI COUNTY,02,GIMARA,13,LIONGA,01,"JOAGO'S
HEADQUARTERS (A‐F)",253,216,,473,469
11732,29,MOYO,152,OBONGI COUNTY,02,GIMARA,13,LIONGA,02,"JOAGO'S
HEADQUARTERS (G‐Z)",224,220,,446,444
11733,29,MOYO,152,OBONGI COUNTY,02,GIMARA,14,MADUGA,01,"MADUGA MARKET (A‐
G)",265,210,,478,475
11734,29,MOYO,152,OBONGI COUNTY,02,GIMARA,14,MADUGA,02,MADUGA MARKET (H‐Z),195,246,,443,441
11735,29,MOYO,152,OBONGI COUNTY,03,ITULA,05,LEGU,01,ITULA PR. SCH,296,298,,599,594
11736,29,MOYO,152,OBONGI COUNTY,03,ITULA,05,LEGU,02,BELEMELING,310,305,,615,615
11737,29,MOYO,152,OBONGI COUNTY,03,ITULA,05,LEGU,03,ORINYA,152,183,,335,335
11738,29,MOYO,152,OBONGI COUNTY,03,ITULA,06,PALORINYA,01,"TABIBI TRADING
CENTRE",204,195,,403,399
11739,29,MOYO,152,OBONGI COUNTY,03,ITULA,06,PALORINYA,02,PALORINYA PRI SCH,223,216,,439,439
11740,29,MOYO,152,OBONGI COUNTY,03,ITULA,07,WAKA,01,"DEMBGELE SUB‐PARISH
HQTRS",192,215,,416,407
"SER
NO","DIST
CODE",DISTRICT_NAME,"EA
CODE",EA_NAME,"SCTY
CODE",SCOUNTY_NAME,"PAR
CODE",PARISH NAME,"PS
CODE",PS NAME,"NO OF
FEMALES",NO OF MALES,,"VOTER
COUNTS", 
11741,29,MOYO,152,OBONGI COUNTY,03,ITULA,07,WAKA,02,"WAKA PRIMARY
SCHOOL",246,224,,473,470
11742,29,MOYO,152,OBONGI COUNTY,03,ITULA,09,UBBI,01,IBOA MARKET,182,188,,373,370
11743,29,MOYO,152,OBONGI COUNTY,03,ITULA,09,UBBI,02,ANDRA,159,144,,310,303
11744,29,MOYO,152,OBONGI COUNTY,03,ITULA,10,PAALUJO,01,"NDIRINDIRI TRADING
CENTRE",239,248,,488,487
